id,user_id,first_name,last_name,email,phone,hire_date,status,department_id,job_id,manager_id
emp-63,,Ilias,Cherkaoui,iliascherkaoui.b5e5d5@pulse.com,+1-969-699-3867,2025-06-14,inactif,dep-6,job-30,emp-7
emp-64,,Tariq,Mansouri,tariqmansouri.9bc8ec@pulse.com,(349)490-9133x41232,2024-07-10,actif,dep-6,job-32,emp-9
emp-65,,Khaoula,Bennani,khaoulabennani.582637@pulse.com,(579)874-0344x71349,2023-09-10,actif,dep-5,job-28,emp-16
emp-66,,Meryem,El Fassi,meryemelfassi.d64bdd@pulse.com,+1-632-942-1024,2024-01-09,actif,dep-5,job-28,emp-10
emp-67,,Saad,Bouzid,saadbouzid.67cd19@pulse.com,746.648.8771x906,2023-01-03,actif,dep-2,job-8,emp-20
emp-68,,Ilias,Chraibi,iliaschraibi.53824a@pulse.com,939-990-4902,2022-09-04,actif,dep-6,job-32,emp-4
emp-69,,Fatima,Guessous,fatimaguessous.7a6708@pulse.com,+33 5 86 71 75 65,2023-12-20,actif,dep-5,job-26,emp-12
emp-70,,Ayoub,Amrani,ayoubamrani.b2b0fe@pulse.com,+33 (0)2 99 56 74 68,2022-03-30,actif,dep-4,job-22,emp-12
emp-71,,Hanane,Berrada,hananeberrada.18e7d8@pulse.com,215.545.1680x876,2025-12-03,suspendu,dep-2,job-9,emp-10
emp-72,,Youssef,Zerouali,youssefzerouali.4848ff@pulse.com,(397)270-3482x477,2022-03-01,actif,dep-1,job-4,emp-4
emp-73,,Bilal,Cherkaoui,bilalcherkaoui.725e10@pulse.com,+1-332-448-0861x317,2025-12-26,actif,dep-4,job-25,emp-7
emp-74,,Bilal,Daoudi,bilaldaoudi.e6865d@pulse.com,0423677378,2023-12-09,actif,dep-6,job-33,emp-2
emp-75,,Laila,Lahlou,lailalahlou.f0f378@pulse.com,(639)982-1465x8404,2022-12-15,actif,dep-4,job-22,emp-13
emp-76,,Walid,Lahlou,walidlahlou.a7bd78@pulse.com,887.555.8867x533,2022-03-11,actif,dep-3,job-17,emp-7
emp-77,,Imane,El Fassi,imaneelfassi.a08c4d@pulse.com,+33 (0)4 71 76 62 70,2023-04-09,actif,dep-4,job-24,emp-demo-sara
emp-78,,Hajar,El Malki,hajarelmalki.5db34f@pulse.com,695.717.1870x26217,2026-03-21,inactif,dep-5,job-26,emp-9
emp-79,,Adil,Alaoui,adilalaoui.3f795a@pulse.com,001-561-658-6578x091,2026-03-14,inactif,dep-3,job-20,emp-8
emp-80,,Bilal,Zerouali,bilalzerouali.339e9e@pulse.com,001-716-711-7240x0504,2022-08-24,actif,dep-2,job-14,emp-16
emp-81,,Rachid,Mansouri,rachidmansouri.c8ef16@pulse.com,+33 3 82 86 92 22,2025-06-23,actif,dep-6,job-33,emp-18
emp-82,,Karim,Cherkaoui,karimcherkaoui.ef9a8f@pulse.com,+1-269-937-9237x474,2024-09-25,actif,dep-1,job-4,emp-14
emp-83,,Laila,El Malki,lailaelmalki.eaa91e@pulse.com,+33 2 21 75 94 64,2021-09-11,actif,dep-4,job-22,emp-1
emp-84,,Kenza,Mansouri,kenzamansouri.d5a059@pulse.com,0355671369,2025-08-19,suspendu,dep-4,job-23,emp-7
emp-85,,Soukaina,Chraibi,soukainachraibi.b956c8@pulse.com,0450064090,2024-06-09,actif,dep-1,job-6,emp-12
emp-86,,Walid,Chraibi,walidchraibi.84e9f0@pulse.com,001-674-939-5339x4210,2022-10-20,actif,dep-1,job-1,emp-17
emp-87,,Imane,Guessous,imaneguessous.20b290@pulse.com,001-452-714-5623,2024-07-30,suspendu,dep-4,job-21,emp-1
emp-88,,Anas,Tahiri,anastahiri.03efc2@pulse.com,742.347.4517x12368,2025-10-10,actif,dep-5,job-26,emp-2
emp-89,,Hamza,Bouazza,hamzabouazza.eb867c@pulse.com,+33 (0)4 13 81 75 49,2023-08-22,suspendu,dep-3,job-20,emp-demo-fatima
emp-90,,Zineb,Guessous,zinebguessous.6595af@pulse.com,0245370985,2026-03-08,actif,dep-6,job-32,emp-demo-admin
emp-91,,Zakaria,Benali,zakariabenali.c940e2@pulse.com,617.946.1200,2025-02-14,actif,dep-5,job-29,emp-8
emp-92,,Ilias,Alaoui,iliasalaoui.b38310@pulse.com,438-826-7586,2023-11-05,suspendu,dep-4,job-21,emp-10
emp-93,,Hicham,Tazi,hichamtazi.ae3339@pulse.com,979-564-0537,2025-01-23,actif,dep-2,job-15,emp-10
emp-94,,Bilal,Bouzid,bilalbouzid.4e60ec@pulse.com,+33 (0)4 98 85 06 43,2022-12-02,actif,dep-4,job-25,emp-11
emp-95,,Rim,Chraibi,rimchraibi.726f5d@pulse.com,513.590.0532x931,2025-08-15,actif,dep-4,job-22,emp-5
emp-96,,Rachid,Mansouri,rachidmansouri.9bc4a9@pulse.com,729-504-2284x21020,2022-06-08,actif,dep-4,job-23,emp-demo-fatima
emp-97,,Meryem,Mansouri,meryemmansouri.718050@pulse.com,302-940-2681x17758,2024-07-13,actif,dep-5,job-28,emp-5
emp-98,,Mehdi,Guessous,mehdiguessous.42d23e@pulse.com,890.884.7007,2024-07-12,actif,dep-4,job-24,emp-20
emp-99,,Adil,Daoudi,adildaoudi.a5e187@pulse.com,477-611-5921,2022-08-28,actif,dep-1,job-3,emp-demo-fatima
emp-100,,Laila,Bouazza,lailabouazza.01ea9c@pulse.com,+1-398-556-9847x8961,2024-05-23,actif,dep-4,job-25,emp-8
